item,weight,code
呸,1.077108999472291e-05,yjpd
亢,1.0777409994719814e-05,yjpe
蛟,1.0793209994712074e-05,yjpf
懈,1.0810069994703813e-05,yjpg
懊,1.0825349994696327e-05,yjph
禽,1.0851689994683422e-05,yjpi
叩,1.0864849994676975e-05,yjpj
凹,1.087485999467207e-05,yjpk
呛,1.0885929994666648e-05,yjpl
戳,1.0889089994665098e-05,yjpm
膏,1.0929119994645486e-05,yjpn
逞,1.0934389994642905e-05,yjpo
弊,1.0935439994642391e-05,yjpp
藉,1.0947029994636712e-05,yjpq
缴,1.097125999462484e-05,yjpr
漾,1.0976009994622515e-05,yjps
寥,1.0987069994617095e-05,yjpt
镶,1.0987589994616842e-05,yjpu
脯,1.0998129994611677e-05,yjpv
巍,1.1011829994604965e-05,yjpw
擎,1.1026049994597997e-05,yjpx
撩,1.1068189994577352e-05,yjpy
搀,1.1087159994568059e-05,yjpz
左,0.00028356032986107506,yjq
线,0.00028416875986077695,yjr
爸,0.0002852439198602502,yjs
妹,0.0002857385698600078,yjt
类,0.0002859234698599173,yju
调,0.00028593241985991287,yjv
需,0.00028625744985975366,yjw
木,0.0002882592198587729,yjx
闪,0.0002902646698577904,yjy
护,0.0002906866198575837,yjz
你,0.0074918375563295175,yk
个,0.007790775666183059,yl
颂,1.1116659994553606e-05,ymaa
喳,1.1136669994543803e-05,ymab
函,1.1160909994531925e-05,ymac
勺,1.1165119994529864e-05,ymad
學,4.1931999979456224e-07,ymaea
侉,4.2194999979327366e-07,ymaeb
犴,4.22479999793014e-07,ymaec
玎,4.22479999793014e-07,ymaed
擘,4.2300999979275436e-07,ymaee
祧,4.235299997924996e-07,ymaef
苎,4.235299997924996e-07,ymaeg
蓿,4.2458999979198027e-07,ymaeh
連,4.251099997917255e-07,ymaei
骝,4.261699997912062e-07,ymaej
螟,4.2668999979095144e-07,ymaek
涫,4.2721999979069174e-07,ymael
豕,4.277499997904321e-07,ymaem
罅,4.29329999789658e-07,ymaen
稹,4.29329999789658e-07,ymaeo
莒,4.3037999978914356e-07,ymaep
挓,1.632999999199943e-08,ymaeqa
詢,1.632999999199943e-08,ymaeqb
豎,1.632999999199943e-08,ymaeqc
洐,1.632999999199943e-08,ymaeqd
絃,1.632999999199943e-08,ymaeqe
璷,1.632999999199943e-08,ymaeqf
刧,1.632999999199943e-08,ymaeqg
嫕,1.632999999199943e-08,ymaeqh
脽,1.632999999199943e-08,ymaeqi
亸,1.632999999199943e-08,ymaeqj
葎,1.632999999199943e-08,ymaeqk
嘍,1.632999999199943e-08,ymaeql
廇,1.632999999199943e-08,ymaeqm
褧,1.632999999199943e-08,ymaeqn
溚,1.6859999991739765e-08,ymaeqo
犮,1.6859999991739765e-08,ymaeqp
雸,1.6859999991739765e-08,ymaeqq
飽,1.6859999991739765e-08,ymaeqr
鶉,1.6859999991739765e-08,ymaeqs
耖,1.6859999991739765e-08,ymaeqt
簃,1.6859999991739765e-08,ymaequ
跼,1.6859999991739765e-08,ymaeqv
瑩,1.6859999991739765e-08,ymaeqw
夂,1.6859999991739765e-08,ymaeqx
衒,1.6859999991739765e-08,ymaeqy
卨,1.6859999991739765e-08,ymaeqz
阆,4.3195999978836946e-07,ymaer
苫,4.324899997881098e-07,ymaes
樗,4.335399997875954e-07,ymaet
镗,4.3774999978553275e-07,ymaeu
靜,4.382799997852731e-07,ymaev
嗚,1.6859999991739765e-08,ymaewa
鳼,1.6859999991739765e-08,ymaewb
嗢,1.6859999991739765e-08,ymaewc
諡,1.6859999991739765e-08,ymaewd
驅,1.6859999991739765e-08,ymaewe
碃,1.6859999991739765e-08,ymaewf
凥,1.6859999991739765e-08,ymaewg
椠,1.6859999991739765e-08,ymaewh
瑪,1.6859999991739765e-08,ymaewi
濺,1.6859999991739765e-08,ymaewj
踺,1.6859999991739765e-08,ymaewk
穫,1.6859999991739765e-08,ymaewl
潅,1.6859999991739765e-08,ymaewm
峠,1.6859999991739765e-08,ymaewn
誧,1.6859999991739765e-08,ymaewo
鵝,1.6859999991739765e-08,ymaewp
炤,1.6859999991739765e-08,ymaewq
窩,1.6859999991739765e-08,ymaewr
纟,1.6859999991739765e-08,ymaews
暪,1.6859999991739765e-08,ymaewt
齡,1.6859999991739765e-08,ymaewu
嚜,1.6859999991739765e-08,ymaewv
唊,1.6859999991739765e-08,ymaeww
賀,1.6859999991739765e-08,ymaewx
羮,1.6859999991739765e-08,ymaewy
偲,1.7379999991485e-08,ymaewz
炰,4.393399997847538e-07,ymaex
陟,4.4038999978423936e-07,ymaey
镊,4.4038999978423936e-07,ymaez
讳,1.1167229994528829e-05,ymaf
绒,1.1177239994523925e-05,ymag
龚,1.11919899945167e-05,ymah
怠,1.1192509994516445e-05,ymai
泻,1.119461999451541e-05,ymaj
敷,1.1200939994512313e-05,ymak
稻,1.12083199945087e-05,ymal
剔,1.1208839994508444e-05,ymam
抿,1.1235709994495277e-05,yman
娴,1.1237819994494244e-05,ymao
觅,1.123939999449347e-05,ymap
彷,1.1252039994487277e-05,ymaq
迭,1.1267319994479792e-05,ymar
讥,1.1268899994479019e-05,ymas
炯,1.1275739994475669e-05,ymat
霎,1.1275739994475669e-05,ymau
遁,1.1291549994467921e-05,ymav
券,1.1292599994467407e-05,ymaw
嗜,1.1313149994457339e-05,ymax
杉,1.1329999994449083e-05,ymay
绅,1.1332639994447789e-05,ymaz
疑,0.0002932267598563392,ymb
角,0.00029375090985608236,ymc
顿,0.00029382148985604775,ymd
段,0.0002944973498557166,yme
念,0.00029479708985556983,ymf
雷,0.0002951969198553739,ymg
故,0.00029523220985535665,ymh
斗,0.00029613247985491557,ymi
香,0.00029671562985462985,ymj
宝,0.0002974836698542536,ymk
兰,0.0002977928898541021,yml
品,0.0002985793798537168,ymm
争,0.00029997428985303334,ymn
啼,1.1343169994442632e-05,ymoa
颅,1.1386889994421211e-05,ymob
箫,1.139215999441863e-05,ymoc
兢,1.1401119994414241e-05,ymod
疫,1.1405859994411918e-05,ymoe
诵,1.1406909994411404e-05,ymof
嗨,1.1424299994402884e-05,ymog
浇,1.143113999439953e-05,ymoh
暧,1.1439049994395656e-05,ymoi
葫,1.1448529994391011e-05,ymoj
耕,1.1476449994377334e-05,ymok
讪,1.1532289994349976e-05,ymol
婿,1.1543879994344297e-05,ymom
娥,1.1559679994336556e-05,ymon
哽,1.1576539994328296e-05,ymoo
觑,1.1591809994320816e-05,ymop
唧,1.1616569994308683e-05,ymoq
瓣,1.161867999430765e-05,ymor
钞,1.1636059994299135e-05,ymos
蝠,1.1641329994296553e-05,ymot
祂,4.4091999978397966e-07,ymoua
訇,4.4091999978397966e-07,ymoub
薨,4.419699997834652e-07,ymouc
楫,4.424999997832056e-07,ymoud
應,4.430199997829509e-07,ymoue
亳,4.435499997826912e-07,ymouf
鸶,4.440799997824315e-07,ymoug
淝,4.440799997824315e-07,ymouh
瓤,4.4565999978165744e-07,ymoui
夢,4.4617999978140265e-07,ymouj
張,4.4617999978140265e-07,ymouk
眬,4.4775999978062856e-07,ymoul
蠹,4.488199997801092e-07,ymoum
屍,4.4933999977985447e-07,ymoun
該,4.498699997795948e-07,ymouo
吖,4.498699997795948e-07,ymoup
揹,1.7379999991485e-08,ymouqa
廍,1.7379999991485e-08,ymouqb
冊,1.7379999991485e-08,ymouqc
騊,1.7379999991485e-08,ymouqd
逬,1.7379999991485e-08,ymouqe
苧,1.7379999991485e-08,ymouqf
晣,1.7379999991485e-08,ymouqg
鎮,1.7379999991485e-08,ymouqh
迮,1.7379999991485e-08,ymouqi
臢,1.7379999991485e-08,ymouqj
妶,1.7379999991485e-08,ymouqk
絪,1.7379999991485e-08,ymouql
曵,1.7379999991485e-08,ymouqm
挾,1.7379999991485e-08,ymouqn
朅,1.7379999991485e-08,ymouqo
嬝,1.7379999991485e-08,ymouqp
钔,1.7379999991485e-08,ymouqq
窺,1.7379999991485e-08,ymouqr
胩,1.7379999991485e-08,ymouqs
檢,1.7379999991485e-08,ymouqt
倞,1.7379999991485e-08,ymouqu
谫,1.7379999991485e-08,ymouqv
瞝,1.7379999991485e-08,ymouqw
鹖,1.7379999991485e-08,ymouqx
痺,1.7379999991485e-08,ymouqy
騷,1.7379999991485e-08,ymouqz
桁,4.524999997783063e-07,ymour
腩,4.524999997783063e-07,ymous
欤,4.5302999977804664e-07,ymout
畦,4.53559999777787e-07,ymouu
珺,4.53559999777787e-07,ymouv
钎,4.5460999977727255e-07,ymouw
牝,4.5513999977701284e-07,ymoux
躅,4.5566999977675325e-07,ymouy
聽,4.561899997764984e-07,ymouz
虾,1.1676099994279519e-05,ymov
窒,1.1681369994276936e-05,ymow
煎,1.1683999994275647e-05,ymox
猾,1.1705599994265065e-05,ymoy
哉,1.1765119994235903e-05,ymoz
展,0.000300464729852793,ymp
呵,0.00030073548985266044,ymq
差,0.0003021699198519576,ymr
甚,0.0003034715898513199,yms
术,0.00030546650985034256,ymt
注,0.0003072090998494888,ymu
忽,0.00030836116984892436,ymv
赶,0.00030855186984883094,ymw
掉,0.0003087246498487463,ymx
务,0.0003095464298483436,ymy
朋,0.0003101243098480605,ymz
来,0.007815850966170775,yn
观,0.00031015854984804377,yoa
首,0.0003102143898480164,yob
澄,1.1773019994232035e-05,yoca
犀,1.1776709994230226e-05,yocb
琐,1.1779349994228933e-05,yocc
唾,1.1804099994216807e-05,yocd
酿,1.1812529994212677e-05,yoce
蚩,1.1812529994212677e-05,yocf
凸,1.1828859994204677e-05,yocg
沌,1.1838869994199772e-05,yoch
涡,1.1840979994198738e-05,yoci
擂,1.1877849994180675e-05,yocj
蝇,1.1884179994177574e-05,yock
漓,1.1908409994165703e-05,yocl
踹,1.192157999415925e-05,yocm
扳,1.1924209994157962e-05,yocn
骏,1.1956869994141961e-05,yoco
唬,1.1966349994137317e-05,yocp
戮,1.1980049994130604e-05,yocq
眷,1.1984789994128281e-05,yocr
茗,1.2004809994118474e-05,yocs
苌,4.561899997764984e-07,yocta
虻,4.572499997759791e-07,yoctb
灞,4.572499997759791e-07,yoctc
菖,4.5829999977546466e-07,yoctd
贽,4.5882999977520507e-07,yocte
钯,4.593499997749502e-07,yoctf
楹,4.593499997749502e-07,yoctg
锒,4.598799997746906e-07,yocth
嬰,1.7379999991485e-08,yoctia
運,1.7379999991485e-08,yoctib
訏,1.7379999991485e-08,yoctic
蓰,1.7379999991485e-08,yoctid
罍,1.7379999991485e-08,yoctie
靬,1.7379999991485e-08,yoctif
訶,1.7379999991485e-08,yoctig
禘,1.7379999991485e-08,yoctih
垯,1.7379999991485e-08,yoctii
蠅,1.7909999991225337e-08,yoctij
悺,1.7909999991225337e-08,yoctik
衎,1.7909999991225337e-08,yoctil
浐,1.7909999991225337e-08,yoctim
蚇,1.7909999991225337e-08,yoctin
扥,1.7909999991225337e-08,yoctio
眊,1.7909999991225337e-08,yoctip
垤,1.7909999991225337e-08,yoctiq
峯,1.7909999991225337e-08,yoctir
蝻,1.7909999991225337e-08,yoctis
兌,1.7909999991225337e-08,yoctit
瘵,1.7909999991225337e-08,yoctiu
脅,1.7909999991225337e-08,yoctiv
汙,1.7909999991225337e-08,yoctiw
膩,1.7909999991225337e-08,yoctix
箨,1.7909999991225337e-08,yoctiy
荬,1.7909999991225337e-08,yoctiz
龈,4.609299997741762e-07,yoctj
莛,4.614599997739165e-07,yoctk
馏,4.614599997739165e-07,yoctl
髭,4.614599997739165e-07,yoctm
颎,4.6198999977365683e-07,yoctn
珐,4.6250999977340204e-07,yocto
酆,4.6250999977340204e-07,yoctp
踯,4.6250999977340204e-07,yoctq
诒,4.6250999977340204e-07,yoctr
內,4.6250999977340204e-07,yocts
葻,4.6514999977210865e-07,yoctt
癣,4.6619999977159426e-07,yoctu
虢,4.6619999977159426e-07,yoctv
龍,4.6619999977159426e-07,yoctw
裏,4.6672999977133456e-07,yoctx
醮,4.6672999977133456e-07,yocty
滿,4.677799997708201e-07,yoctz
拙,1.204220999410015e-05,yocu
歆,1.205063999409602e-05,yocv
鞠,1.2123859994060147e-05,yocw
蚊,1.2125439994059372e-05,yocx
厥,1.2159159994042852e-05,yocy
刁,1.2170219994037434e-05,yocz
程,0.00031112676984756943,yod
续,0.0003114565398474079,yoe
布,0.0003116282698473237,yof
饭,0.00031187848984720113,yog
招,0.00031275978984676933,yoh
愿,0.0003148358398457522,yoi
建,0.0003153394398455055,yoj
考,0.0003155749098453901,yok
级,0.0003156491798453537,yol
除,0.00031602530984516943,yom
式,0.0003163429598450138,yon
取,0.0003172116198445882,yoo
娘,0.00031809976984415307,yop
鬼,0.00031839318984400937,yoq
写,0.0003187798398438199,yor
异,0.0003191722898436276,yos
露,0.0003197449098433471,yot
怀,0.0003197765098433316,you
另,0.0003207115498428735,yov
旁,0.0003215601898424577,yow
鲍,1.2176539994034337e-05,yoxa
诛,1.2190239994027625e-05,yoxb
绯,1.2194979994025302e-05,yoxc
甸,1.224343999400156e-05,yoxd
浙,1.2244489994001047e-05,yoxe
澳,1.2253449993996658e-05,yoxf
垮,1.2315079993966463e-05,yoxg
梧,1.2327199993960524e-05,yoxh
滥,1.233720999395562e-05,yoxi
咆,1.2376189993936523e-05,yoxj
洇,4.677799997708201e-07,yoxka
難,4.677799997708201e-07,yoxkb
睇,4.6830999977056047e-07,yoxkc
畲,4.6882999977030573e-07,yoxkd
纛,4.70939999769272e-07,yoxke
魯,1.7909999991225337e-08,yoxkfa
嚕,1.7909999991225337e-08,yoxkfb
泐,1.7909999991225337e-08,yoxkfc
尅,1.7909999991225337e-08,yoxkfd
寯,1.7909999991225337e-08,yoxkfe
矦,1.7909999991225337e-08,yoxkff
賜,1.7909999991225337e-08,yoxkfg
晅,1.7909999991225337e-08,yoxkfh
鎙,1.7909999991225337e-08,yoxkfi
癲,1.7909999991225337e-08,yoxkfj
勸,1.7909999991225337e-08,yoxkfk
劙,1.7909999991225337e-08,yoxkfl
峇,1.7909999991225337e-08,yoxkfm
櫃,1.7909999991225337e-08,yoxkfn
祔,1.7909999991225337e-08,yoxkfo
洑,1.7909999991225337e-08,yoxkfp
鹱,1.8439999990965677e-08,yoxkfq
帱,1.8439999990965677e-08,yoxkfr
瘭,1.8439999990965677e-08,yoxkfs
刬,1.8439999990965677e-08,yoxkft
爇,1.8439999990965677e-08,yoxkfu
搋,1.8439999990965677e-08,yoxkfv
憟,1.8439999990965677e-08,yoxkfw
緻,1.8439999990965677e-08,yoxkfx
蓥,1.8439999990965677e-08,yoxkfy
噏,1.8439999990965677e-08,yoxkfz
猗,4.7304999976823825e-07,yoxkg
粕,4.7304999976823825e-07,yoxkh
蚨,4.7304999976823825e-07,yoxki
阡,4.7357999976797855e-07,yoxkj
凫,4.7620999976669007e-07,yoxkk
愛,4.7673999976643037e-07,yoxkl
瑸,4.772599997661756e-07,yoxkm
葶,4.793699997651418e-07,yoxkn
捥,1.8439999990965677e-08,yoxkoa
趯,1.8439999990965677e-08,yoxkob
璮,1.8439999990965677e-08,yoxkoc
汭,1.8439999990965677e-08,yoxkod
繻,1.8439999990965677e-08,yoxkoe
锖,1.8439999990965677e-08,yoxkof
棨,1.8439999990965677e-08,yoxkog
甓,1.8439999990965677e-08,yoxkoh
眽,1.8439999990965677e-08,yoxkoi
綿,1.8439999990965677e-08,yoxkoj
芼,1.8439999990965677e-08,yoxkok
纍,1.8439999990965677e-08,yoxkol
罝,1.8439999990965677e-08,yoxkom
鲒,1.8439999990965677e-08,yoxkon
嘠,1.8439999990965677e-08,yoxkoo
阝,1.8439999990965677e-08,yoxkop
渄,1.8439999990965677e-08,yoxkoq
歺,1.8439999990965677e-08,yoxkor
嶒,1.8439999990965677e-08,yoxkos
醜,1.8439999990965677e-08,yoxkot
貪,1.8439999990965677e-08,yoxkou
祹,1.8439999990965677e-08,yoxkov
瑒,1.8439999990965677e-08,yoxkow
縴,1.8439999990965677e-08,yoxkox
蕅,1.8439999990965677e-08,yoxkoy
姖,1.8439999990965677e-08,yoxkoz
儋,4.798999997648821e-07,yoxkp
摈,4.814799997641081e-07,yoxkq
豸,4.819999997638534e-07,yoxkr
宥,4.825299997635937e-07,yoxks
戰,4.825299997635937e-07,yoxkt
晷,4.83059999763334e-07,yoxku
郗,4.83059999763334e-07,yoxkv
迡,4.835799997630793e-07,yoxkw
悒,4.835799997630793e-07,yoxkx
笏,4.835799997630793e-07,yoxky
鎏,4.841099997628196e-07,yoxkz
叭,1.2414119993917941e-05,yoxl
岔,1.2444139993903232e-05,yoxm
诏,1.2454679993898068e-05,yoxn
蹬,1.2458889993896006e-05,yoxo
熏,1.2479439993885937e-05,yoxp
茨,1.2516839993867615e-05,yoxq
绸,1.252578999386323e-05,yoxr
奎,1.2531589993860386e-05,yoxs
粥,1.2533169993859613e-05,yoxt
畔,1.255476999384903e-05,yoxu
秩,1.2564779993844128e-05,yoxv
胤,1.2572149993840517e-05,yoxw
剿,1.2585319993834064e-05,yoxx
绮,1.2596379993828646e-05,yoxy
铸,1.266802999379354e-05,yoxz
室,0.00032359461984146105,yoy
速,0.0003237278998413957,yoz
希,0.00032374685984138643,ypa
睡,0.0003246249998409562,ypb
产,0.0003253751398405887,ypc
细,0.00032583185984036493,ypd
古,0.00032763660983948074,ype
曾,0.0003276423998394779,ypf
谢,0.0003283003498391555,ypg
校,0.00032844205983908613,yph
热,0.00032959622983852065,ypi
叶,0.000329748469838446,ypj
居,0.00033029895983817636,ypk
运,0.00033225594983721756,ypl
政,0.00033354866983658423,ypm
杨,0.0003337051198365076,ypn
穿,0.00033436991983618183,ypo
六,0.00033455007983609355,ypp
婢,1.2669609993792767e-05,ypqa
拭,1.2674349993790446e-05,ypqb
葱,1.2714909993770572e-05,ypqc
叽,1.2736509993759991e-05,ypqd
谣,1.2740719993757927e-05,ypqe
拣,1.2742299993757154e-05,ypqf
涕,1.2745459993755606e-05,ypqg
诅,1.2767059993745025e-05,ypqh
喀,1.2768109993744509e-05,ypqi
幢,1.2783919993736763e-05,ypqj
唔,1.2788129993734701e-05,ypqk
媪,4.851699997623003e-07,ypqla
荚,4.862199997617858e-07,ypqlb
阄,4.877999997610118e-07,ypqlc
稞,4.888499997604973e-07,ypqld
玕,4.89909999759978e-07,ypqle
渾,1.8439999990965677e-08,ypqlfa
挶,1.8439999990965677e-08,ypqlfb
墳,1.8439999990965677e-08,ypqlfc
阽,1.8439999990965677e-08,ypqlfd
腄,1.8439999990965677e-08,ypqlfe
瘅,1.8959999990710913e-08,ypqlff
萆,1.8959999990710913e-08,ypqlfg
庳,1.8959999990710913e-08,ypqlfh
倅,1.8959999990710913e-08,ypqlfi
铞,1.8959999990710913e-08,ypqlfj
蔵,1.8959999990710913e-08,ypqlfk
柊,1.8959999990710913e-08,ypqlfl
蔭,1.8959999990710913e-08,ypqlfm
瑆,1.8959999990710913e-08,ypqlfn
钽,1.8959999990710913e-08,ypqlfo
羧,1.8959999990710913e-08,ypqlfp
実,1.8959999990710913e-08,ypqlfq
杻,1.8959999990710913e-08,ypqlfr
齧,1.8959999990710913e-08,ypqlfs
瀬,1.8959999990710913e-08,ypqlft
掹,1.8959999990710913e-08,ypqlfu
崚,1.8959999990710913e-08,ypqlfv
撿,1.8959999990710913e-08,ypqlfw
飢,1.8959999990710913e-08,ypqlfx
鳸,1.8959999990710913e-08,ypqlfy
鄤,1.8959999990710913e-08,ypqlfz
荠,4.904299997597232e-07,ypqlg
舛,4.920099997589491e-07,ypqlh
遴,4.930699997584298e-07,ypqli
蕲,4.93589999758175e-07,ypqlj
噹,4.93589999758175e-07,ypqlk
綮,4.941199997579153e-07,ypqll
钲,4.946499997576557e-07,ypqlm
钨,4.946499997576557e-07,ypqln
蚺,4.951699997574009e-07,ypqlo
湫,4.967499997566268e-07,ypqlp
矠,4.972799997563671e-07,ypqlq
喁,4.978099997561075e-07,ypqlr
陂,4.988599997555932e-07,ypqls
滁,4.999199997550737e-07,ypqlt
褡,5.00439999754819e-07,ypqlu
礙,1.8959999990710913e-08,ypqlva
讇,1.8959999990710913e-08,ypqlvb
註,1.8959999990710913e-08,ypqlvc
詳,1.8959999990710913e-08,ypqlvd
聳,1.8959999990710913e-08,ypqlve
眍,1.8959999990710913e-08,ypqlvf
糧,1.8959999990710913e-08,ypqlvg
衁,1.8959999990710913e-08,ypqlvh
芣,1.8959999990710913e-08,ypqlvi
馉,1.8959999990710913e-08,ypqlvj
虣,5.299999997403367e-10,ypqlvka
鉋,5.299999997403367e-10,ypqlvkb
鎊,5.299999997403367e-10,ypqlvkc
螁,5.299999997403367e-10,ypqlvkd
姅,5.299999997403367e-10,ypqlvke
夿,5.299999997403367e-10,ypqlvkf
襖,5.299999997403367e-10,ypqlvkg
厫,5.299999997403367e-10,ypqlvkh
誝,5.299999997403367e-10,ypqlvki
韽,5.299999997403367e-10,ypqlvkj
伌,5.299999997403367e-10,ypqlvkk
懓,5.299999997403367e-10,ypqlvkl
嬡,5.299999997403367e-10,ypqlvkm
壒,5.299999997403367e-10,ypqlvkn
垉,5.299999997403367e-10,ypqlvko
趈,5.299999997403367e-10,ypqlvkp
郰,1.0499999994855725e-09,ypqlvkq
噣,1.0499999994855725e-09,ypqlvkr
憖,1.0499999994855725e-09,ypqlvks
紩,1.0499999994855725e-09,ypqlvkt
蜄,1.0499999994855725e-09,ypqlvku
汥,1.0499999994855725e-09,ypqlvkv
涱,1.0499999994855725e-09,ypqlvkw
肁,1.0499999994855725e-09,ypqlvkx
扗,1.0499999994855725e-09,ypqlvky
飫,1.0499999994855725e-09,ypqlvkz
阯,1.9489999990451247e-08,ypqlvl
驵,1.9489999990451247e-08,ypqlvm
噀,1.9489999990451247e-08,ypqlvn
缊,1.9489999990451247e-08,ypqlvo
虓,1.9489999990451247e-08,ypqlvp
懗,1.9489999990451247e-08,ypqlvq
鉵,1.9489999990451247e-08,ypqlvr
偓,1.9489999990451247e-08,ypqlvs
掭,1.9489999990451247e-08,ypqlvt
獅,1.9489999990451247e-08,ypqlvu
傘,1.9489999990451247e-08,ypqlvv
糢,1.9489999990451247e-08,ypqlvw
勵,1.9489999990451247e-08,ypqlvx
浰,1.9489999990451247e-08,ypqlvy
廟,1.9489999990451247e-08,ypqlvz
铆,5.009699997545594e-07,ypqlw
師,5.009699997545594e-07,ypqlx
铧,5.014999997542997e-07,ypqly
郾,5.014999997542997e-07,ypqlz
噗,1.2875579993691855e-05,ypqm
睿,1.28924299936836e-05,ypqn
颓,1.2904549993677663e-05,ypqo
绞,1.293457999366295e-05,ypqp
噜,1.2976189993642564e-05,ypqq
沛,1.3042039993610303e-05,ypqr
鞘,1.307206999359559e-05,ypqs
倭,1.3073649993594816e-05,ypqt
株,1.3082079993590685e-05,ypqu
萱,1.308839999358759e-05,ypqv
瓷,1.3093139993585266e-05,ypqw
鳞,1.3097879993582945e-05,ypqx
钓,1.3123689993570299e-05,ypqy
窟,1.3128959993567716e-05,ypqz
七,0.000336202589835284,ypr
皇,0.00033730039983474616,yps
爷,0.00033768178983455924,ypt
持,0.00033783244983448546,ypu
背,0.00033844087983418735,ypv
兄,0.0003386147198341022,ypw
帝,0.0003388696798339773,ypx
低,0.00034043895983320845,ypy
英,0.0003404747898331909,ypz
期,0.00034106056983290386,yqa
摇,0.0003411137698328778,yqb
呼,0.000341917639832484,yqc
梦,0.0003428863898320094,yqd
痛,0.00034414486983139284,yqe
丽,0.0003442222998313549,yqf
楼,0.00034484442983105006,yqg
况,0.00034546760983074473,yqh
复,0.00034590747983052927,yqi
暑,1.3138439993563072e-05,yqja
漪,1.3142129993561265e-05,yqjb
琉,1.3156349993554298e-05,yqjc
苟,1.3189009993538297e-05,yqjd
瞟,1.3200069993532879e-05,yqje
揍,1.3207979993529002e-05,yqjf
沦,1.3229049993518682e-05,yqjg
夭,1.323694999351481e-05,yqjh
斋,1.3274879993496226e-05,yqji
稽,1.3274879993496226e-05,yqjj
霓,1.329172999348797e-05,yqjk
闺,1.3303849993482034e-05,yqjl
逑,5.014999997542997e-07,yqjma
碣,5.046599997527515e-07,yqjmb
谔,5.046599997527515e-07,yqjmc
勐,5.057099997522371e-07,yqjmd
箓,5.067599997517226e-07,yqjme
氮,5.07289999751463e-07,yqjmf
竽,5.07289999751463e-07,yqjmg
楂,5.078199997512034e-07,yqjmh
咴,5.083399997509486e-07,yqjmi
稗,5.083399997509486e-07,yqjmj
赅,5.104499997499147e-07,yqjmk
黒,5.104499997499147e-07,yqjml
擤,5.104499997499147e-07,yqjmm
邛,5.114999997494003e-07,yqjmn
獾,5.130799997486262e-07,yqjmo
洮,5.130799997486262e-07,yqjmp
嗞,5.136099997483666e-07,yqjmq
獭,5.136099997483666e-07,yqjmr
覚,1.9489999990451247e-08,yqjmsa
鹍,1.9489999990451247e-08,yqjmsb
韁,1.9489999990451247e-08,yqjmsc
冱,1.9489999990451247e-08,yqjmsd
貫,1.9489999990451247e-08,yqjmse
糼,1.9489999990451247e-08,yqjmsf
饳,1.9489999990451247e-08,yqjmsg
憝,1.9489999990451247e-08,yqjmsh
歩,1.9489999990451247e-08,yqjmsi
稙,1.9489999990451247e-08,yqjmsj
滍,1.9489999990451247e-08,yqjmsk
蛸,1.9489999990451247e-08,yqjmsl
熇,2.0019999990191583e-08,yqjmsm
訸,2.0019999990191583e-08,yqjmsn
绗,2.0019999990191583e-08,yqjmso
锪,2.0019999990191583e-08,yqjmsp
璱,2.0019999990191583e-08,yqjmsq
謹,2.0019999990191583e-08,yqjmsr
牴,2.0019999990191583e-08,yqjmss
罽,2.0019999990191583e-08,yqjmst
丬,2.0019999990191583e-08,yqjmsu
懸,2.0019999990191583e-08,yqjmsv
鷫,2.0019999990191583e-08,yqjmsw
閑,2.0019999990191583e-08,yqjmsx
巯,2.0019999990191583e-08,yqjmsy
皘,2.0019999990191583e-08,yqjmsz
剛,5.167699997468183e-07,yqjmt
鬣,5.167699997468183e-07,yqjmu
鼐,5.167699997468183e-07,yqjmv
诟,5.199299997452703e-07,yqjmw
珙,5.215099997444962e-07,yqjmx
貊,5.215099997444962e-07,yqjmy
疽,5.225699997439768e-07,yqjmz
侮,1.331648999347584e-05,yqjn
莺,1.3322809993472745e-05,yqjo
雍,1.3325969993471196e-05,yqjp
扒,1.3345469993461643e-05,yqjq
匈,1.33612699934539e-05,yqjr
忖,1.336653999345132e-05,yqjs
朽,1.339339999343816e-05,yqjt
扛,1.3396039993436866e-05,yqju
捅,1.3399199993435319e-05,yqjv
矢,1.3430279993420092e-05,yqjw
渠,1.3440289993415186e-05,yqjx
纲,1.3448709993411062e-05,yqjy
祁,1.3467679993401768e-05,yqjz
待,0.0003470716598299589,yqk
玩,0.000347126449829932,yql
围,0.00034726393982986465,yqm
丝,0.0003483601698293276,yqn
攻,0.0003505173398282707,yqo
诉,0.0003514118098278325,yqp
义,0.0003515018898277884,yqq
包,0.0003516699298277061,yqr
送,0.00035220144982744565,yqs
院,0.00035446765982633535,yqt
呀,0.00035492648982611054,yqu
球,0.0003549354498261062,yqv
嗅,1.3509819993381122e-05,yqwa
梨,1.3527209993372603e-05,yqwb
襟,1.3554069993359442e-05,yqwc
挟,1.3565659993353765e-05,yqwd
铠,1.3568289993352475e-05,yqwe
槐,1.3578299993347573e-05,yqwf
弧,1.3595159993339311e-05,yqwg
毯,1.3607279993333373e-05,yqwh
孽,1.3653629993310665e-05,yqwi
乍,1.3654689993310147e-05,yqwj
屎,1.3689979993292857e-05,yqwk
琦,1.3704729993285629e-05,yqwl
掘,1.3705259993285371e-05,yqwm
垒,1.3735809993270403e-05,yqwn
豁,1.3752669993262144e-05,yqwo
俞,1.3769519993253888e-05,yqwp
窍,1.377057999325337e-05,yqwq
熄,1.3786909993245369e-05,yqwr
哮,1.3787429993245114e-05,yqws
嬉,1.3806929993235558e-05,yqwt
缸,1.3826939993225757e-05,yqwu
